465,Brief Encounter,Martelle Hobson,160612566-4,False
466,Lost for Life,Harriett Krabbe,213875951-2,False
467,The Story of Alexander Graham Bell,Melamie Pelfer,171896977-5,False
468,Valerie,Bethany Cheesman,911342118-2,False
469,Gang Related,Mari Bootherstone,930490403-X,False
470,I Really Hate My Job,Cristine Blayney,238399702-1,False
471,Bikini Summer,Sansone Wharmby,099388589-6,False
472,Manic,Garey Messier,397103597-3,False
473,"Messenger: The Story of Joan of Arc,The",Mathe Shrimptone,False
474,Sokkotanssi,Flory Andersch,320402597-7,False
475,Albatross,Dermot Maben,516041645-5,False
476,No Regrets for Our Youth (Waga seishun ni kuinashi),Gibbie Greenaway,972355692-8,False
477,Bravo Two Zero,Goldarina Leteurtre,469370389-3,False
478,"Bruno (Dress Code,The)",Kailey Trail,False
479,"Cat in the Hat,The",Gabriellia Dundon,False
480,Barfi!,Fonsie Ledeker,267930150-1,False
481,Fading Gigolo,Lianne Hrycek,827742166-4,False
482,Butterflies Are Free,Jacklin Dory,409584444-2,False
483,Sordid Lives,Shannen Sutherley,699789396-1,False
484,Blutzbrüdaz,Patience Pepineaux,953602953-7,False
485,Faster,Norene De la Zenne,059909509-1,False
486,The End of the Tour,Rollins Lamps,257305797-6,False
487,Gamera vs. Viras,Yelena Fenlon,993434149-2,False
488,Outsider,Jacquie Rhubottom,498189766-9,False
489,Santos,Raviv Durden,146323081-8,False
490,Everything,Loretta Ardley,503269757-5,False
491,House of Wax,Benedikt Harrell,294208625-4,False
492,One Deadly Summer (L'été meurtrier),Hagan Hedgecock,791416119-5,False
493,"Gun in Betty Lou's Handbag,The",Juanita Couldwell,False
494,Paranormal Activity: The Marked Ones,Bo Heijne,957789307-4,False
495,Immensee,Annie Sargood,328896728-6,False
496,Kolka Cool,Arabel Wittier,117126378-3,False
497,"Walk in the Sun,A",Gilbert Shorte,False
498,Exorcismus,Victor Duddell,306732524-9,False
499,Red Dawn,Brig Leicester,362947415-2,False
500,Once Upon a Crime...,Layne Hunnaball,569716726-1,False
501,Cheetah,Barney Das,535678870-3,False
502,"Last American Virgin,The",Constancia Tour,False
503,Exit Through the Gift Shop,Solly Schimaschke,034307300-5,False
504,Bedazzled,Caleb Gullivent,912537188-6,False
505,"Rocketeer,The",Bronny Kann,False
506,Parisian Love,Jemmy Bisset,637948545-7,False
507,Hallam Foe (Mister Foe),Falito Sibun,341838401-3,False
508,Hardcover,Tadd Allmann,349050170-5,False
509,"Awful Dr. Orlof,The (Gritos en la Noche)",Belvia Canepe,False
510,King of Germany,Trev Farington,977209106-2,False
511,Madame Bovary,Bernie Bennet,368729548-6,False
512,Dollman vs. Demonic Toys,Olivia Rubinow,498345495-0,False
513,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes,The)",Errol Pitkeathley,False
514,After Office Hours,Yancey Paolone,238658811-4,False
515,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),Emyle Atkins,153429734-0,False
516,When Darkness Falls (När mörkret faller),Kristan Gallamore,110617089-X,False
517,R.I.P.D.,Haily Gasparro,716612344-3,False
518,Dangerous Minds,Christye Kolodziejski,978466989-7,False
519,Z Channel: A Magnificent Obsession,Jacintha Duffin,435362197-1,False
520,Unforgotten: Twenty-Five Years After Willowbrook,Derrick Scatcher,651967143-6,False
521,"Angel at My Table,An",Kelvin Powton,False
522,Cheech & Chong's Nice Dreams,Steven Marvelley,280220736-9,False
523,"Sugar Curtain,The (El telón de azúcar)",Mead Breadon,False
524,3:10 to Yuma,Chane Whenham,321293433-6,False
525,"Original Kings of Comedy,The",Tomlin Heighton,False
526,Urban Ghost Story,Rickie Quimby,939099302-4,False
527,Albuquerque,Jo-anne MacLennan,870859113-X,False
528,Six Pack,Brandy Dommerque,008658608-4,False
529,Kung Fu Panda: Secrets of the Furious Five,Abbe Turnock,777803081-0,False
530,"Carry On,Constable",Kearney Lorait,False
531,Comanche Moon,Kathleen Haberjam,830281858-5,False
532,Aurora Borealis,Vernor Clough,606084087-6,False
533,King Rat,Efrem Auguste,398312418-6,False
534,"'Human' Factor,The (Human Factor,The)",False
535,Surviving Picasso,Auberon Yablsley,570293999-9,False
536,Vlad,Fran De'Vere - Hunt,584535619-9,False
537,Six in Paris (Paris vu par...),Keelia Murrigans,347297885-6,False
538,Addams Family Values,Waldemar MacGall,734242977-5,False
539,Comedy of Innocence (Comédie de l'innocence),Vita Starkey,559528002-6,False
540,"Great Day in Harlem,A",Mano Ohm,False
541,Style Wars,Domini Kew,057635904-1,False
542,"Atomic Cafe,The",Debbie Kelsow,False
543,"Girl Next Door,The",Terra Defont,False
544,The Squeeze,Shani Hutchings,394457541-5,False
545,Immortals,Benedict Kubista,068026154-0,False
546,Beethoven's 3rd,Eben Shuttlewood,776643729-5,False
547,Karthik Calling Karthik,Elberta Timlin,735031289-X,False
548,"Miss and the Doctors (Tirez la langue,mademoiselle)",Remington Greenrodd,False
549,Rabbit Without Ears (Keinohrhasen),Morganica Latliff,992974681-1,False
550,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla,The)",Bernette Gateshill,False
551,"Count Dracula (Nachts,wenn Dracula erwacht)",Whitman Darrington,False
552,Thoroughly Modern Millie,Matthiew Salvage,072830288-8,False
553,"Silence,The (Das letzte Schweigen)",Earl Gleasane,False
554,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro),Bendick Scarisbrick,710851959-3,False
555,Necessary Roughness,Israel Bacup,497439299-9,False
556,"Hidden Fortress,The (Kakushi-toride no san-akunin)",Louis Bisacre,False
557,Follow the Bitch,Skye Paxman,789389356-7,False
558,Fake It So Real,Delmar McKenney,455454028-6,False
559,Winter Nomads,Audy Drakeley,579999538-4,False
560,Major Payne,Berkley Cosh,574132647-1,False
561,"Little Rascals,The",Roxine Clyde,False
562,"Horseman on the Roof,The (Hussard sur le toit,Le)",False
563,"George Lopez: Tall,Dark & Chicano",Gideon Casero,False
564,Single White Female,Spense Low,823001391-8,False
565,7 Days (Les 7 jours du talion),Adan Kinchlea,582737594-2,False
566,Captive Women (1000 Years from Now) (3000 A.D.),Woodrow Broadnicke,333528202-7,False
567,Night on Earth,Tallulah Elvins,636786156-4,False
568,Blackrock,Armstrong Kimbly,982647658-7,False
569,"Conformist,The (Conformista,Il)",False
570,"Gatekeepers,The",Raphaela Strathdee,False
571,Quills,Cymbre Davies,024148097-3,False
572,Grumpy Old Men,Mikaela Brosini,104537743-0,False
573,Mediterraneo,Tibold Palphreyman,375594807-9,False
574,Trumbo,Zerk Mantione,545408968-0,False
575,Blue State,Moyra Androletti,667396517-7,False
576,"Prince and the Pauper,The",Kearney Gallaccio,False
577,Awakenings,Tome Osband,161845975-9,False
578,"Broadway Melody,The",Geoffrey Garmon,False
579,Volunteers,Anallise Stapleton,477808414-4,False
580,Pirates of Silicon Valley,Neal Oselton,820174135-8,False
581,"Cruise,The",Kassia Lowdwell,False
582,"Lawless Frontier,The",Humfried Serotsky,False
583,Snowbeast,Alexis Christiensen,739673087-2,False
584,In Which We Serve,Elysia Tort,114335476-1,False
585,Chuck & Buck,Stace Jira,612157000-8,False
586,Nadine,Abigale Lipmann,451751045-X,False
587,Lost in Beijing (Ping guo),Kate Peotz,019500650-X,False
588,"Statue of Liberty,The",Latisha Dahl,False
589,Triage,Guillaume Micklem,967836810-2,False
590,Treeless Mountain,Cherye Gornall,193164681-3,False
591,Perkele! Kuvia Suomesta,Lotty Yukhnevich,579726123-5,False
592,"Gorgon,The",Dewie Hawkswell,False
593,Beneath Hill 60,Killie O'Sharkey,938492438-5,False
594,Wonder Bar,Gael Jakeway,630779333-3,False
595,"Boys Are Back,The",Lorena Willsmore,False
596,Can't Hardly Wait,Teodor Lello,029845168-9,False
597,Yamakasi - Les samouraïs des temps modernes,Coriss Treat,728363787-7,False
598,Rough Night in Jericho,Melva Rusbridge,443598105-X,False
599,Love and Death,Micki Wallsworth,556476662-8,False
600,Rolling,Cally Thebes,071180652-7,False
601,Kevin Hart: Let Me Explain,Claudell Luparto,596345728-9,False
602,Deception,Ursala Coviello,673553384-4,False
603,Daayen Ya Baayen,Hanni Franchi,707654660-4,False
604,Summer and Smoke,Jarid Pyffe,322369755-1,False
605,Manhattan Murder Mystery,Roscoe Carabet,099697602-7,False
606,Gangs of New York,Jan Scalia,465373680-4,False
607,Grind,Bran Duddell,314278003-3,False
608,"Snow Walker,The",Parker Voisey,False
609,"Red Squirrel,The (Ardilla roja,La)",False
610,The Radio Pirates,Aurora Grammer,611812887-1,False
611,Masterminds,Inna Baggiani,588527228-X,False
612,Commune,Robenia Rubke,667400331-X,False
613,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,Mureil Merrgan,624356361-8,False
614,Anchorman: The Legend of Ron Burgundy,Moe Ewence,379717349-0,False
615,"Lebanon,Pa.",Babb Loxston,False
616,Time of Eve (Eve no jikan),Washington Raine,456502477-2,False
617,"Cutting Edge,The",Cori Casemore,False
618,Fuck Up,Jocelin McCaskill,557218301-6,False
619,Macbeth,Nickolas Chmarny,785406755-4,False
620,Wyvern,Roderick Goggins,105165533-1,False
621,Lust for Gold,Mattias Agiolfinger,735200740-7,False
622,Marvin's Room,Ester Flacknoe,763314438-6,False
623,Selma,Odelinda Horry,636572788-7,False
624,ATL,Christy Batchelar,286178861-5,False
625,We Need a Vacation (Fais-moi des vacances),Kameko Shilston,104095389-1,False
626,Sheena,Skippy Viveash,173873662-8,False
627,Once Upon a Warrior (Anaganaga O Dheerudu),Malinda Iacopo,574610383-7,False
628,Four Horsemen,Hale Joselovitch,103474156-X,False
629,All the President's Men,Aloysia Camplin,564543087-5,False
630,Assisted Living,Dorothy Blasdale,998815826-2,False
631,The Hunting Ground,Georgeta Lankham,997880400-5,False
632,Hava Nagila: The Movie,Shaylynn Follos,028093302-9,False
633,"Dark Angel,The",Andy Wallsam,False
634,23 Paces to Baker Street,Yolanthe Yoskowitz,875571634-2,False
635,Charlie Chan in Dangerous Money,Pauletta Furneaux,254614338-7,False
636,The Fearless Four,Zolly Menhenitt,292492077-9,False
637,"Ring,The",Adena Haxbie,False
638,They Call Me Mister Tibbs!,Farand Knowlton,695222496-3,False
639,Melissa P.,Griswold Lomond,706795360-X,False
640,Chop Shop,Dario Anfrey,864466054-3,False
641,Frenchman's Creek,Norton Frill,785966966-8,False
642,Advantageous,Tessa Crockett,085869311-9,False
643,"Criminal Code,The",Mac Pesek,False
644,Kummelin jackpot,Dion Lawn,222725520-X,False
645,Griff the Invisible,Bernhard Dobinson,844067097-4,False
646,America the Beautiful 2: The Thin Commandments,Bent O'Fogarty,069356030-4,False
647,Ship of Fools,Oona Ovise,493086523-9,False
648,"Chorus,The (Hamsarayan)",Charita Berling,False
649,"Ten,The",Willem Hannabus,False
650,"Little Engine That Could,The",Terri Corrin,False
651,Greaser's Palace,Collette Chadburn,834438473-7,False
652,New World (Shin-sae-gye),Tammara Satchel,289248064-7,False
653,Catwalk,Bryn Ferroli,420243695-4,False
654,"Maid,The (Nana,La)",False
655,Human Capital (Il capitale umano),Ricard Ruler,246184415-1,False
656,Emma,Terrye Jerrom,572223371-4,False
657,Formosa Betrayed,Dot Gladwish,112032328-2,False
658,"Weather Man,The",Robbert Dainton,False
659,Children of the Corn II: The Final Sacrifice,Ripley Spittall,433521052-3,False
660,Debtocracy,Celinka Curedell,230814770-9,False
661,Women Without Men (Zanan-e bedun-e mardan),Huberto Laight,690882006-8,False
662,Princess (Prinsessa),Carlos Rowlstone,391399572-2,False
663,"Girl Next Door,The",Manon Bean,False
664,Dabangg 2,Daron Ealam,133650413-7,False
665,Thale,Lorry Stearns,073040234-7,False
666,Manon of the Spring (Manon des sources),Deny Haswell,884349284-5,False
667,Karlsson Brothers (Bröderna Karlsson),Godfry Sheryne,106888165-8,False
668,Prowl,Maridel Downage,243576959-8,False
669,Wetherby,Eilis Kopisch,765371709-8,False
670,The Great Gatsby,Ola Jodrelle,082425449-X,False
671,Fifty Pills,Shae Laughlan,830713385-8,False
672,Follow the Fleet,Ray Skipping,344145883-4,False
673,"Girl Who Played with Fire,The (Flickan som lekte med elden)",Gunar Camsey,False
674,That Darn Cat!,Betsey Greenset,772239189-3,False
675,Summertime,Meryl Dedmam,174773845-X,False
676,Lemony Snicket's A Series of Unfortunate Events,Lazarus Jodrelle,911931535-X,False
677,Tokyo Drifter (Tôkyô nagaremono),Marne Zorer,885143156-6,False
678,Alien³ (a.k.a. Alien 3),Marybelle Keveren,450522779-0,False
679,Such Is Life (Así es la vida...),Ronni Spraggon,011842787-3,False
680,Blonde Venus,Mathias Greetham,502948631-3,False
681,"Company Men,The",Shamus Hugland,False
682,Hitler's Stealth Fighter,Geri St. Quintin,767498314-5,False
683,Into the Storm,Turner Menego,451595949-2,False
684,Dial 1119,Ingamar Plenderleith,104071894-9,False
685,Omega Doom,Kirsti Berthe,804737872-4,False
686,The Old Maid,Row Jeakins,849797781-5,False
687,Kidnapping Mr. Heineken,Aloisia Dufty,935203134-2,False
688,Henri-Georges Clouzot's Inferno (L'enfer d'Henri-Georges Clouzot),Micheil Summerskill,478075696-0,False
689,Portraits Chinois,Corenda Kilpin,526308544-3,False
690,"Dark Hours,The",Kali Worham,False
691,Spirits of the Dead,Golda Scuffham,402297974-7,False
692,Le convoyeur,Beth Shasnan,221574689-0,False
693,Suburbia,Dwight Carlton,963233275-X,False
694,War and Peace (Jang Aur Aman),Reinald Gilley,936011508-8,False
695,Above the Rim,Arlyne Silverwood,044237335-X,False
696,Mumblecore,Corabel Strelitzer,052624025-3,False
697,Lethal Weapon 2,Wainwright Croce,696521014-1,False
698,Eros (Men and Women) (Noite Vazia),Nat Spurier,202237934-9,False
699,Makai Tensho: Samurai Reincarnation (Makai tenshô),Juliana Kubicek,288420108-4,False
700,"Last Bolshevik,The (Tombeau d'Alexandre,Le)",False
701,Between Heaven and Hell,Paxton Matzke,652554299-5,False
702,"Haunted World of El Superbeasto,The",Orsa Crotty,False
703,"War Room,The",Axe Wigfall,False
704,For Ever Mozart,Spenser Gration,247877295-7,False
705,Gold Raiders,Sholom Piniur,343302812-5,False
706,"Golden Coach,The (Le carrosse d'or)",Kirstin Tillard,False
707,Centennial,Iggie Bernhard,257772031-9,False
708,Yu-Gi-Oh!: Bonds Beyond Time (Gekijouban Yuugiou: Chouyuugou! Jikuu o koeta kizuna),Jamill Kroger,979950395-7,False
709,"Rugrats Movie,The",Janaye Helleckas,False
710,Mother (Madeo),Belle Ambrogiotti,520121701-X,False
711,Doughboys,Brion Simmings,680489073-6,False
712,MURDER and murder,Joelie Neylan,050494214-X,False
713,Snow White (Blancanieves),Ben Laise,674344918-0,False
714,Eye See You (D-Tox),Mal Linstead,864377251-8,False
715,Emergency Squad,Merell Lucey,140283068-8,False
716,Run Fatboy Run,Colin Axton,972083862-0,False
717,"Razor's Edge,The",Kayley Gierck,False
718,"Farewell to Arms,A",Cosette Muffett,False
719,Heartbeats (Kohtaamisia),Germain Asbrey,967408309-X,False
720,"Italian Job,The",Jacquelynn Seaborn,False
721,Two Ninas,Jaine Hamelyn,886235950-0,False
722,Dog Soldiers,Terry Rojel,841176973-9,False
723,"Sweet Jesus,Preacherman",Evin Jellman,False
724,Homicidal,Gloria Scotchbourouge,907413758-X,False
725,The Rag Man,Drake Jachimak,932937223-6,False
726,Canvas,Bobbie Reavell,262809882-2,False
727,Twilight of the Ice Nymphs,Raddy Emney,738783391-5,False
728,Senseless,Rhetta Sherington,049414472-6,False
729,Night Across the Street (La noche de enfrente),Shel Stockle,258278056-1,False
730,"Classe Tous Risques (Big Risk,The)",Jena Lankford,False
731,What Time Is It There? (Ni neibian jidian),Jake Dewen,935101172-0,False
732,How to Be a Serial Killer,Philly Fearey,569975478-4,False
733,Blade of the Ripper,Costanza Peploe,677962361-X,False
734,"Devil's Rejects,The",Mendel Reyne,False
735,Rosario Tijeras,Meggie Duffett,255218431-6,False
736,Today You Die,Ingmar de Clerk,928928987-2,False
737,"Trip to Mars,A",Coral Everest,False
738,"Superweib,Das",Fred Padginton,False
739,How to Lose Friends & Alienate People,Buddy Carrack,249008123-3,False
740,You and Me,Filip Belsham,994256101-3,False
741,Envy (Kiskanmak),Margaretha Tows,955425044-4,False
742,Blind Mountain (Mang shan),Tim Matsell,919261133-8,False
743,Crime and Punishment,Leah Schops,351677518-1,False
744,Punk in London,Chrissy Pardy,680929749-9,False
745,"Keys to the House,The (Chiavi di casa,Le)",False
746,Up Periscope,Daffi Rodders,361446143-2,False
747,Stealing Beauty,Mil Borres,790800952-2,False
748,The Black Rose,Euphemia Spikeings,913556594-2,False
749,"Decade Under the Influence,A",Finlay Twaits,False
750,Negative Happy Chainsaw Edge (Negatibu happî chênsô ejji),Emalia Kerss,290997411-1,False
751,Valdez Is Coming,Geraldine Chuney,621473953-3,False
752,Angel Face,Zachariah Sabater,060835002-8,False
753,Thurgood,Kennie Cordero,457941894-8,False
754,Diary of a Lost Girl (Tagebuch einer Verlorenen),Shanda Messam,593773266-9,False
755,"Dead Outside,The",Darren Walworth,False
756,Rampage at Apache Wells,Midge Georghiou,277712689-5,False
757,"Gambler,The (Játékos,A)",False
758,"Oklahoma Kid,The",Hayward Girkins,False
759,"ChubbChubbs!,The",Niall Holston,False
760,Oasis,Wynny Challenor,327631798-2,False
761,"Myth of the American Sleepover,The",Brittni Treagust,False
762,Zatoichi at Large (Zatôichi goyô-tabi) (Zatôichi 23),Velvet Coushe,923979894-3,False
763,Go Figure (Va savoir),Joaquin Stair,871762201-8,False
764,Rush,Frederica Orgen,719963103-0,False
765,Appleseed Alpha,Frederica Tuxwell,976484074-4,False
766,It's a Bikini World,Mae Scahill,775158421-1,False
767,Shadow People,Marcelle Featherstonhaugh,652676830-X,False
768,Dark Star,Chev Van den Hof,781169153-1,False
769,Loose Change 9/11: An American Coup,Adam Adamovitch,960584344-7,False
770,Princesas,Emery Vonasek,573601583-8,False
771,"Recruiter,The",Yankee Kolis,False
772,Extraterrestrial,Janie Brouard,141538398-7,False
773,"Foreign Affair,A",Roselin McCambridge,False
774,Year One,Grenville Rawe,581001132-2,False
775,G.I. Joe: Operation Dragonfire,Miller Dunsleve,784557086-9,False
776,"Funeral,The (Ososhiki)",Kriste Trubshawe,False
777,Quartet,Rocky Ingledew,497057305-0,False
778,In the Name of the King III,Jecho O'Spellissey,914138604-3,False
779,Westfront 1918,Vida Wasteney,277366884-7,False
780,Daddy Day Care,Wilma Berrington,532806201-9,False
781,Tenderness,Romonda Letch,036802016-9,False
782,Elektra,Gerry Fewell,959588671-8,False
783,"American Crime,An",Loni Fealy,False
784,"Good Guy,The",Tate Willett,False
785,"Generale Della Rovere,Il",Carolin Nealon,False
786,Alien from L.A.,Magdaia Stoffers,223648144-6,False
787,Anna Karenina,Rosalinda Bidder,173827263-X,False
788,Still Alice,Lily Tackell,775634606-8,False
789,Hilton!,Annabelle Tinklin,595745921-6,False
790,Curse of Chucky (Child's Play 6),Pris Rigmand,278726968-0,False
791,"Friends at the Margherita Cafe,The (Gli amici del bar Margherita)",Ania Messenger,False
792,976-EVIL II,Mickie Skeldon,723710627-9,False
793,Clash of the Wolves,Marleah Elcoux,609643406-1,False
794,Carousel,Cher Wyldbore,880378445-4,False
795,Fast Food,Laina Longthorn,576095610-8,False
796,Buck Privates,Willa Devereu,389496081-7,False
797,"Road,The",Berrie Elsdon,False
798,Standing Up,Emlyn Yakov,510802693-5,False
799,"Lincoln Lawyer,The",Kim Benedit,False
800,Moving Alan,Vale Bossingham,956235589-6,False
801,Not Here to Be Loved (Je ne suis pas là pour être aimé),Karney Kiehl,884072752-3,False
802,Sword of the Valiant,Gaylord Josephi,777937197-2,False
803,Gamera vs. Barugon,Piotr Lockyer,416354316-3,False
804,Dark Days,Abeu Labbe,393412942-0,False
805,Humoresque,Reeba Yeo,149733852-2,False
806,Star Wars: Episode VI - Return of the Jedi,Karlotta Ellery,792739596-3,False
807,Morituri,Midge Blenkinsopp,895879382-1,False
808,Every Man for Himself (Slow Motion) (Sauve qui peut (la vie)),Dorine Waszczykowski,453189230-5,False
809,High and Dizzy,Parry Larmouth,240495876-3,False
810,Magic Mike,Jeannette Reynoollds,556048457-1,False
811,Svidd Neger,Karlee Barens,214583589-X,False
812,Faust,Koral Lanfare,200517095-X,False
813,3 Backyards,Mellisent Fawcitt,094739299-8,False
814,"Reckoning,The",Winn Blaber,False
815,"Rites of May,The (Itim) ",Allen Murcott,False
816,Metalstorm: The Destruction of Jared-Syn,Jon Lunge,875771139-9,False
817,Prelude to a Kiss,Lorenza M'Chirrie,684603543-5,False
818,"Movie,A",Othilia Whitters,False
819,I giorni contati,Waldemar Chishull,671808631-2,False
820,Colour Me Kubrick: A True...ish Story,Neale Alaway,795573586-2,False
821,Orwell Rolls in His Grave,Nicola Hagger,392139306-X,False
822,"Vampir (Cuadecuc,vampir)",Alejandrina Schulze,False
823,Little Lord Fauntleroy,Federico Kitchinghan,691300852-X,False
824,28 Up,Tymon Follis,413007691-4,False
825,"Shadow Dancer,The (Shadows in the Sun)",Waneta Iddy,False
826,Deception,Thea Shanley,087798420-4,False
827,Penny Serenade,Garrik Spradbrow,807730661-6,False
828,"Fantastic Planet,The (Planète sauvage,La)",False
829,Underworld,Lissy Esposi,143795670-X,False
830,"Institute Benjamenta,or This Dream People Call Human Life",Gail McConaghy,False
831,Manuel on the Island of Wonders (Manoel dans l'île des merveilles),Obed Darthe,832240837-4,False
832,Asterix and Cleopatra (Astérix et Cléopâtre),Ginny Crocombe,082952365-0,False
833,"Searchers,The",Vivian O'Sherin,False
834,White Chicks,Geoffrey Snedden,323732408-6,False
835,A Pistol For Ringo,Tabby Arlett,429644082-9,False
836,Band of Brothers,Dare Ping,987269914-3,False
837,"Prey,The (La proie)",Dagny Greeves,False
838,Bring on the Night,Mendie Ridpath,008263837-3,False
839,Nick and Norah's Infinite Playlist,Valdemar Attkins,541271712-8,False
840,"Construction,The (En construcción)",Grantley Kabisch,False
841,Doubt,Janaye MacKibbon,393911824-9,False
842,Opposing Force,Salem Smithson,014837568-5,False
843,"Me,Myself & Irene",Ebonee Snaddin,False
844,"Puff,Puff,Pass",False
845,"Hijacking Catastrophe: 9/11,Fear & the Selling of American Empire",Bambie Footitt,False
846,Don't Go In the Woods,Brynne Muir,794188939-0,False
847,"Cabinet of Dr. Ramirez,The",Win Pringle,False
848,"Raven,The",Yettie Booeln,False
849,Tangerines,Skye Ionesco,160247253-X,False
850,Amigo,Em Fayer,339469769-6,False
851,First Name: Carmen (Prénom Carmen),Amalie Oger,576740127-6,False
852,Blind Chance (Przypadek),Joel Hadley,363855989-0,False
853,Sweet Movie,Nathanil Cogswell,927867953-4,False
854,"Devil Came on Horseback,The",Malina Semor,False
855,Me and you (io e te),Dede Sawney,774603751-8,False
856,Following,Tanhya Simonetti,131282297-X,False
857,Reaching for the Moon,Kira Elder,963098293-5,False
858,"Asphalt Jungle,The",Morris Dollin,False
859,Mike's New Car,Neville Armal,445194563-1,False
860,In the Basement,Hermione Mundy,797191273-0,False
861,"Cave of the Yellow Dog,The",Hollyanne Benam,False
862,Peas at 5:30 (Erbsen auf halb 6),Katey Bielefeld,144185909-8,False
863,Ninja Cheerleaders,Lester Tilston,353507962-4,False
864,The Substitute 4: Failure Is Not an Option,Candie Rove,625387589-2,False
865,Gone Fishin',Sascha Lockery,023390187-6,False
866,Goldfish Memory,Emelyne Pelchat,185686916-4,False
867,Stopped on Track,Ettie Woodall,589251562-1,False
868,Exorcismus,Ermanno Arnett,814462755-5,False
869,Beyond the Forest,Nichols Sheilds,601187073-2,False
870,Fire and Ice,Romona Mosby,986889215-5,False
871,Polyester,Grady Jakoubek,758104031-3,False
872,"Solid Gold Cadillac,The",Pennie Follen,False
873,Oedipus Rex (Edipo re),Toddy Machin,417403657-8,False
874,Divorce - Italian Style (Divorzio all'italiana),Emmaline Haibel,212314007-4,False
875,The Cop in Blue Jeans,Elsy Bubeer,893657599-6,False
876,Detour,Lisbeth Finneran,604936668-3,False
877,Party Girl,Ariella MacArdle,505310984-2,False
878,Adrift (À Deriva),Brandtr McNysche,955162397-5,False
879,Your Life in 65 (Tu vida en 65'),Linnie Gatty,951555278-8,False
880,"Red Balloon,The (Ballon rouge,Le)",False
881,"Count Dracula (Nachts,wenn Dracula erwacht)",Haven MacPaike,False
882,Ball of Fire,Jeromy Bastin,443011099-9,False
883,"Code,The (Mentale,La)",False
884,Joffrey: Mavericks of American Dance,Emmery Coggen,050202925-0,False
885,Viper in the Fist,Kennie Halsted,579728460-X,False
886,Dark Night of the Scarecrow,Merle Gitting,516154352-3,False
887,Control (Kontroll),Cletis Bouldon,934397804-9,False
888,School of Rock,Katuscha Broomhead,170249182-X,False
889,House on Haunted Hill,Patience Basset,491737270-4,False
890,"Neon Bible,The",Sutherland Aulsford,False
891,Sam Peckinpah: Man of Iron,Robbie Paskerful,248481853-X,False
892,War of the Robots (La guerra dei robot),Tracie Proffer,880295392-9,False
893,"Nativity Story,The",Jason Casbon,False
894,"Good Year,A",Winnie Travers,False
895,Morons From Outer Space,Milli Kaines,444897996-2,False
896,"Matrix Revolutions,The",Garrard Akess,False
897,Professor Beware,Beck Petrulis,753977652-8,False
898,One in the Chamber,Dalis Rosedale,397824795-X,False
899,King Kong,Addie Ackerley,790856361-9,False
900,Portrait Werner Herzog,Mead Pidgin,938293322-0,False
901,Doctor Dolittle,Shayne MacCostigan,608352605-1,False
902,To Sleep with Anger,Colette Bewley,295380759-4,False
903,Saint Joan,Rosana Cops,123655332-2,False
904,Rififi (Du rififi chez les hommes),Lenore Penwell,804712948-1,False
905,Life On A String (Bian chang Bian Zou),Gerome Kornyakov,225410914-6,False
906,Walk on Water,Padraig Zold,372930635-9,False
907,Cobra,Lezlie Toffolo,121960010-5,False
908,Wrestling (Bræðrabylta),Roosevelt Eddison,193361926-0,False
909,"Secret of Roan Inish,The",Arliene Bartoszewicz,False
910,Night on Earth,Sileas Knott,726964890-5,False
911,"Last Exorcism,The",Romeo Willoughey,False
912,"Year of the Wolf,The (Suden vuosi)",Roddie Malby,False
913,Winter of Discontent,Piotr Vankov,298483139-X,False
914,Franz Kafka's a Country Doctor,Garey Drysdale,400864035-5,False
915,"Campaign,The",Cacilie Nehl,False
916,Angels Over Broadway,Danny Buzine,988477476-5,False
917,Bebe's Kids,Nicolais Chappelow,607573904-1,False
918,Lightning Bolt: The Power of Salad,Benetta Jennings,356686606-7,False
919,Het Vonnis,Roberta Rawlcliffe,991706580-6,False
920,Skyline,Nonna Jaquiss,935897033-2,False
921,Broderskab (Brotherhood),Jaquenette Bloor,186256876-6,False
922,Secretariat,Liza Champagne,319355765-X,False
923,Tyler Perry's Madea's Big Happy Family,Alanna Fairn,785994858-3,False
924,Inuyasha the Movie: The Castle Beyond the Looking Glass,Averyl Brunon,127104199-5,False
925,"Sailor Who Fell from Grace with the Sea,The",Catriona Clear,False
926,Head Games,Ardeen Matisse,747751047-3,False
927,"Deadly Trackers,The",Valentino Simonsson,False
928,"Mostly Unfabulous Social Life of Ethan Green,The",Merill Shotboult,False
929,Henry Fool,Gwyneth Sidebotton,782009818-X,False
930,Inside Man,Estel Rouke,013086614-8,False
931,Hum Tumhare Hain Sanam,Cheslie Keyhoe,539832747-X,False
932,Russian Roulette,Avigdor Pleass,233717998-2,False
933,"Match Factory Girl,The (Tulitikkutehtaan tyttö)",Anatol Kennea,False
934,Cowboys & Aliens,Joelie Gunson,040421162-3,False
935,Connections,Corrianne Beinke,503165125-3,False
936,Black Beauty,Fernande Macci,167892177-7,False
937,Barfi!,Giustino Toolan,268218185-6,False
938,Kansas Raiders,Claiborne Volks,327270920-7,False
939,"Pretty One,The",Vincenz Laytham,False
